priority,keyword,search_volume,competition,competition_index,cpc,intent,cluster,page_type,url_action,score,notes
1500,2007 lunar animal,170,LOW,0,,year,General,year guide,/guides/2007-lunar-animal/,54.1,New article candidate.
1501,82 chinese zodiac,170,LOW,0,,general,General,guide article,/guides/82-chinese-zodiac/,54.1,New article candidate.
1502,84 chinese zodiac,170,LOW,0,,general,General,guide article,/guides/84-chinese-zodiac/,54.1,New article candidate.
1503,90 chinese zodiac,170,LOW,0,,general,General,guide article,/guides/90-chinese-zodiac/,54.1,New article candidate.
1504,chinese animal 1955,170,LOW,0,,year,General,year guide,/guides/chinese-animal-1955/,54.1,New article candidate.
1505,chinese animal 2019,170,LOW,0,,year,General,year guide,/guides/chinese-animal-2019/,54.1,New article candidate.
1506,chinese animal 2020,170,LOW,0,,year,General,year guide,/guides/chinese-animal-2020/,54.1,New article candidate.
1507,chinese animal 2021,170,LOW,0,,year,General,year guide,/guides/chinese-animal-2021/,54.1,New article candidate.
1508,chinese calendar 1964,170,LOW,0,,year,General,year guide,/guides/chinese-calendar-1964/,54.1,New article candidate.
1509,chinese calendar 1965,170,LOW,0,,year,General,year guide,/guides/chinese-calendar-1965/,54.1,New article candidate.
1510,chinese calendar 1969,170,LOW,0,,year,General,year guide,/guides/chinese-calendar-1969/,54.1,New article candidate.
1511,chinese calendar 1972,170,LOW,0,,year,General,year guide,/guides/chinese-calendar-1972/,54.1,New article candidate.
1512,chinese calendar 1973,170,LOW,0,,year,General,year guide,/guides/chinese-calendar-1973/,54.1,New article candidate.
1513,chinese calendar 1975,170,LOW,0,,year,General,year guide,/guides/chinese-calendar-1975/,54.1,New article candidate.
1514,chinese rooster personality,170,LOW,0,,animal,Meaning / Lucky Symbols,animal guide,/guides/chinese-rooster-personality/,54.1,New article candidate.
1515,chinese year 1958,170,LOW,0,,year,Years,year guide,/guides/chinese-year-1958/,54.1,New article candidate.
1516,chinese zodiac daily,170,LOW,0,,general,General,guide article,/guides/chinese-zodiac-daily/,54.1,New article candidate.
1517,chinese zodiac finder,170,LOW,0,,general,General,guide article,/guides/chinese-zodiac-finder/,54.1,New article candidate.
1518,zodiac 2012,170,LOW,0,,year,General,year guide,/guides/zodiac-2012/,54.1,New article candidate.
1519,zodiac sign 1970,170,LOW,0,,year,General,year guide,/guides/zodiac-sign-1970/,54.1,New article candidate.
1520,chinese calendar meaning,90,LOW,0,,meaning,Meaning / Lucky Symbols,animal guide,/guides/chinese-calendar-meaning/,54,New article candidate.
1521,earth rabbit zodiac,90,LOW,0,,element,Elements,element article,/guides/earth-rabbit-zodiac/,54,New article candidate.
1522,fire dog zodiac,90,LOW,0,,element,Elements,element article,/guides/fire-dog-zodiac/,54,New article candidate.
1523,metal ox personality,90,LOW,0,,element,Elements,element article,/guides/metal-ox-personality/,54,New article candidate.
1524,water goat zodiac,90,LOW,0,,element,Elements,element article,/guides/water-goat-zodiac/,54,New article candidate.
1525,chinese birth year chart,1300,LOW,25,0.03,calculator,Calculator / Birthday,supporting article or existing-page expansion,Expand existing /chinese-zodiac-years/,53.8,Already has a matching page; use for page expansion or supporting paragraph.
1526,1950 chinese year,170,LOW,1,,year,Years,year guide,/guides/1950-chinese-year/,53.7,New article candidate.
1527,1965 chinese year,170,LOW,1,,year,Years,year guide,/guides/1965-chinese-year/,53.7,New article candidate.
1528,chinese zodiac descriptions,170,LOW,1,,general,General,guide article,/guides/chinese-zodiac-descriptions/,53.7,New article candidate.
1529,chinese zodiac explained,170,LOW,1,,general,General,guide article,/guides/chinese-zodiac-explained/,53.7,New article candidate.
1530,chinese zodiac reading,170,LOW,1,,general,General,guide article,/guides/chinese-zodiac-reading/,53.7,New article candidate.
1531,dog zodiac personality,170,LOW,1,,animal,Meaning / Lucky Symbols,animal guide,/guides/dog-zodiac-personality/,53.7,New article candidate.
1532,ox year,1300,LOW,0,0.33,year,Years,supporting article or existing-page expansion,Expand existing /chinese-zodiac-years/,53.5,Already has a matching page; use for page expansion or supporting paragraph.
1533,lunar new year symbol,1300,LOW,8,0.12,year,Years,supporting article or existing-page expansion,Expand existing /chinese-zodiac-years/,53.2,Already has a matching page; use for page expansion or supporting paragraph.
1534,chinese zodiac rabbit years,1000,LOW,0,,year,General,supporting article or existing-page expansion,Expand existing /chinese-zodiac-years/,53.1,Already has a matching page; use for page expansion or supporting paragraph.
1535,chinese zodiac sign year 1986,1000,LOW,0,,year,Years,supporting article or existing-page expansion,Expand existing /chinese-zodiac-animals/,53.1,Already has a matching page; use for page expansion or supporting paragraph.
1536,year 86 chinese zodiac,1000,LOW,0,,year,Years,supporting article or existing-page expansion,Expand existing /chinese-zodiac-years/,53.1,Already has a matching page; use for page expansion or supporting paragraph.
1537,year of the dragon traits,1000,LOW,0,,year,Dragon / 2024,supporting article or existing-page expansion,Expand existing /chinese-zodiac-years/,53.1,Already has a matching page; use for page expansion or supporting paragraph.
1538,year of the sheep years,1000,LOW,0,,year,Years,supporting article or existing-page expansion,Expand existing /chinese-zodiac-years/,53.1,Already has a matching page; use for page expansion or supporting paragraph.
1539,2025 zodiac animal,1600,LOW,0,,year,Snake / 2025,supporting article or existing-page expansion,Expand existing /chinese-zodiac/2025/,53,Already has a matching page; use for page expansion or supporting paragraph.
1540,chinese calendar tiger,1600,LOW,0,,animal,General,supporting article or existing-page expansion,Expand existing /chinese-zodiac/tiger/,53,Already has a matching page; use for page expansion or supporting paragraph.
1541,chinese horoscope 2025,1600,LOW,0,,year,Snake / 2025,supporting article or existing-page expansion,Expand existing /,53,Already has a matching page; use for page expansion or supporting paragraph.
1542,year of the rabbit 2023,90,LOW,0,,year,Years,year guide,/guides/year-of-the-rabbit-2023/,53,New article candidate.
1543,1938 year of the chinese zodiac,90,LOW,0,,year,Years,year guide,/guides/1938-year-of-the-chinese-zodiac/,53,New article candidate.
1544,1945 chinese new year animal,90,LOW,0,,year,Years,year guide,/guides/1945-chinese-new-year-animal/,53,New article candidate.
1545,1961 year of ox,90,LOW,0,,year,Years,year guide,/guides/1961-year-of-ox/,53,New article candidate.
1546,1961 year of the ox,90,LOW,0,,year,Years,year guide,/guides/1961-year-of-the-ox/,53,New article candidate.
1547,1986 in chinese calendar,90,LOW,0,,year,General,year guide,/guides/1986-in-chinese-calendar/,53,New article candidate.
1548,1997 chinese calendar animal,90,LOW,0,,year,General,year guide,/guides/1997-chinese-calendar-animal/,53,New article candidate.
1549,1998 chinese year animal,90,LOW,0,,year,Years,year guide,/guides/1998-chinese-year-animal/,53,New article candidate.
1550,1998 tiger chinese zodiac,90,LOW,0,,year,General,year guide,/guides/1998-tiger-chinese-zodiac/,53,New article candidate.
1551,1999 lunar new year,90,LOW,0,,year,Years,year guide,/guides/1999-lunar-new-year/,53,New article candidate.
1552,2000 dragon chinese zodiac,90,LOW,0,,year,Dragon / 2024,year guide,/guides/2000-dragon-chinese-zodiac/,53,New article candidate.
1553,2021 year of the ox,90,LOW,0,,year,Years,year guide,/guides/2021-year-of-the-ox/,53,New article candidate.
1554,2022 lunar new year animal,90,LOW,0,,year,Years,year guide,/guides/2022-lunar-new-year-animal/,53,New article candidate.
1555,2032 year of the chinese zodiac,90,LOW,0,,year,Years,year guide,/guides/2032-year-of-the-chinese-zodiac/,53,New article candidate.
1556,april 1998 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/april-1998-chinese-zodiac/,53,New article candidate.
1557,china zodiac signs 2022,90,LOW,0,,year,General,year guide,/guides/china-zodiac-signs-2022/,53,New article candidate.
1558,chinese animal year 1982,90,LOW,0,,year,Years,year guide,/guides/chinese-animal-year-1982/,53,New article candidate.
1559,chinese animal year 2011,90,LOW,0,,year,Years,year guide,/guides/chinese-animal-year-2011/,53,New article candidate.
1560,chinese animal year 2012,90,LOW,0,,year,Years,year guide,/guides/chinese-animal-year-2012/,53,New article candidate.
1561,chinese animal year 2019,90,LOW,0,,year,Years,year guide,/guides/chinese-animal-year-2019/,53,New article candidate.
1562,chinese animal year 2022,90,LOW,0,,year,Years,year guide,/guides/chinese-animal-year-2022/,53,New article candidate.
1563,chinese animal year 2023,90,LOW,0,,year,Years,year guide,/guides/chinese-animal-year-2023/,53,New article candidate.
1564,chinese calendar 1981 animal,90,LOW,0,,year,General,year guide,/guides/chinese-calendar-1981-animal/,53,New article candidate.
1565,chinese calendar 1997 animal,90,LOW,0,,year,General,year guide,/guides/chinese-calendar-1997-animal/,53,New article candidate.
1566,chinese calendar 2002 animal,90,LOW,0,,year,General,year guide,/guides/chinese-calendar-2002-animal/,53,New article candidate.
1567,chinese calendar for 1986,90,LOW,0,,year,General,year guide,/guides/chinese-calendar-for-1986/,53,New article candidate.
1568,chinese year 1962 animal,90,LOW,0,,year,Years,year guide,/guides/chinese-year-1962-animal/,53,New article candidate.
1569,chinese year 1993 animal,90,LOW,0,,year,Years,year guide,/guides/chinese-year-1993-animal/,53,New article candidate.
1570,chinese year 2021 animal,90,LOW,0,,year,Years,year guide,/guides/chinese-year-2021-animal/,53,New article candidate.
1571,chinese year animal 2022,90,LOW,0,,year,Years,year guide,/guides/chinese-year-animal-2022/,53,New article candidate.
1572,chinese year animals 1979,90,LOW,0,,year,Years,year guide,/guides/chinese-year-animals-1979/,53,New article candidate.
1573,chinese year of 1985,90,LOW,0,,year,Years,year guide,/guides/chinese-year-of-1985/,53,New article candidate.
1574,chinese zodiac 1963 animal,90,LOW,0,,year,General,year guide,/guides/chinese-zodiac-1963-animal/,53,New article candidate.
1575,chinese zodiac 1987 animal,90,LOW,0,,year,General,year guide,/guides/chinese-zodiac-1987-animal/,53,New article candidate.
1576,chinese zodiac 2007 animal,90,LOW,0,,year,General,year guide,/guides/chinese-zodiac-2007-animal/,53,New article candidate.
1577,chinese zodiac symbol for 2010,90,LOW,0,,year,General,year guide,/guides/chinese-zodiac-symbol-for-2010/,53,New article candidate.
1578,chinese zodiac tiger 1998,90,LOW,0,,year,General,year guide,/guides/chinese-zodiac-tiger-1998/,53,New article candidate.
1579,december 1989 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/december-1989-chinese-zodiac/,53,New article candidate.
1580,december 1991 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/december-1991-chinese-zodiac/,53,New article candidate.
1581,dragon personality chinese zodiac,90,LOW,0,,animal,Dragon / 2024,animal guide,/guides/dragon-personality-chinese-zodiac/,53,New article candidate.
1582,fire snake chinese zodiac 1977,90,LOW,0,,year,Snake / 2025,year guide,/guides/fire-snake-chinese-zodiac-1977/,53,New article candidate.
1583,january 1978 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/january-1978-chinese-zodiac/,53,New article candidate.
1584,january 1985 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/january-1985-chinese-zodiac/,53,New article candidate.
1585,july 1990 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/july-1990-chinese-zodiac/,53,New article candidate.
1586,june 1990 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/june-1990-chinese-zodiac/,53,New article candidate.
1587,lucky color for ox,90,LOW,0,,animal,Meaning / Lucky Symbols,animal guide,/guides/lucky-color-for-ox/,53,New article candidate.
1588,lunar new year 1968,90,LOW,0,,year,Years,year guide,/guides/lunar-new-year-1968/,53,New article candidate.
1589,lunar new year 2002 animal,90,LOW,0,,year,Years,year guide,/guides/lunar-new-year-2002-animal/,53,New article candidate.
1590,lunar new year 2011 animal,90,LOW,0,,year,Years,year guide,/guides/lunar-new-year-2011-animal/,53,New article candidate.
1591,lunar new year 2019 animal,90,LOW,0,,year,Years,year guide,/guides/lunar-new-year-2019-animal/,53,New article candidate.
1592,lunar new year 2021 animal,90,LOW,0,,year,Years,year guide,/guides/lunar-new-year-2021-animal/,53,New article candidate.
1593,lunar new year 2023 animal,90,LOW,0,,year,Years,year guide,/guides/lunar-new-year-2023-animal/,53,New article candidate.
1594,march 1990 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/march-1990-chinese-zodiac/,53,New article candidate.
1595,march 1991 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/march-1991-chinese-zodiac/,53,New article candidate.
1596,march 1996 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/march-1996-chinese-zodiac/,53,New article candidate.
1597,march 1998 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/march-1998-chinese-zodiac/,53,New article candidate.
1598,march 2003 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/march-2003-chinese-zodiac/,53,New article candidate.
1599,may 1991 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/may-1991-chinese-zodiac/,53,New article candidate.
1600,may 1994 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/may-1994-chinese-zodiac/,53,New article candidate.
1601,may 1995 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/may-1995-chinese-zodiac/,53,New article candidate.
1602,november 1991 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/november-1991-chinese-zodiac/,53,New article candidate.
1603,october 1991 chinese zodiac,90,LOW,0,,year,General,year guide,/guides/october-1991-chinese-zodiac/,53,New article candidate.
1604,water dog chinese zodiac 1982,90,LOW,0,,year,Elements,year guide,/guides/water-dog-chinese-zodiac-1982/,53,New article candidate.
1605,water dragon chinese zodiac 2012,90,LOW,0,,year,Dragon / 2024,year guide,/guides/water-dragon-chinese-zodiac-2012/,53,New article candidate.
1606,year 1938 chinese zodiac,90,LOW,0,,year,Years,year guide,/guides/year-1938-chinese-zodiac/,53,New article candidate.
1607,year of 2020 chinese zodiac,90,LOW,0,,year,Years,year guide,/guides/year-of-2020-chinese-zodiac/,53,New article candidate.
